City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Lavinia Corina Milosovici,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,Andreas Wecker,Men,GER,Germany,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,uneven bars,Svetlana Khorkina,Women,RUS,Russia,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Amanda Borden,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,Bin Fan,Men,CHN,China,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,Xiaosahuang Li,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,Alexei Nemov,Men,RUS,Russia,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Svetlana Khorkina,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Lavinia Corina Milosovici,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Jinjing Zhang,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,uneven bars,Amy Chow,Women,USA,United States,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Eugenia Kuznetsova,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,vault,Vitaly Scherbo,Men,BLR,Belarus,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Rozalia Galiyeva,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Dominique Moceanu,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,Simona Amanar,Women,ROU,Romania,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Simona Amanar,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,rings,Szilveszter Csollany,Men,HUN,Hungary,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,pommel horse,Donghua Li,Men,SUI,Switzerland,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Simona Amanar,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,pommel horse,Marius Daniel Urzica,Men,ROU,Romania,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Shannon Miller,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,uneven bars,Wenjiing Bi,Women,CHN,China,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Xiaosahuang Li,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,Krassimir Nikolaev Dounev,Men,BUL,Bulgaria,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,balance beam,Shannon Miller,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,vault,Alexei Nemov,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Roustam Sharipov,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Evgueni Podgornyi,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,pommel horse,Alexei Nemov,Men,RUS,Russia,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Ionela Loaies,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Gina Elena Gogean,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,Lilia Podkopayeva,Women,UKR,Ukraine,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,parallel bars,Jair Lynch,Men,USA,United States,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Amy Chow,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Grigori Misutin,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Alexandre Svetlichnyi,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,Dominique Dawes,Women,USA,United States,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Gina Elena Gogean,Women,ROU,Romania,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Mirela Tugurlan,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,balance beam,Lilia Podkopayeva,Women,UKR,Ukraine,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Sergei Charkov,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,parallel bars,Vitaly Scherbo,Men,BLR,Belarus,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Dmitri Vasilenko,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Yuri Yermakov,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Bin Fan,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Hongbin Fan,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Huadong Huang,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Jaycie Phelps,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Aleksei Voropaev,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,vault,Huilan Mo,Women,CHN,China,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Dominique Dawes,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Igor Korobchinski,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Xiaosahuang Li,Men,CHN,China,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,vault,Gina Elena Gogean,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Vladimir Shamenko,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Alexei Nemov,Men,RUS,Russia,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,vault,Hong-chul Yeo,Men,KOR,"Korea, South",M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Dmitriy Trush,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Dina Kochetkova,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,rings,Juri Chechi,Men,ITA,Italy,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Alexei Nemov,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Oksana Liapina,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,Ioannis Melissanidis,Men,GRE,Greece,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,rings,Dan Burinca,Men,ROU,Romania,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Oleg Kosiak,Men,UKR,Ukraine,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,Alexei Nemov,Men,RUS,Russia,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Elena Grosheva,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Kerri Strug,Women,USA,United States,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,Jian Shen,Men,CHN,China,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,Vitaly Scherbo,Men,BLR,Belarus,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Elena Dolgopolova,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,Alexandra Marinescu,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Lilia Podkopayeva,Women,UKR,Ukraine,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,balance beam,Gina Elena Gogean,Women,ROU,Romania,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,vault,Simona Amanar,Women,ROU,Romania,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,Vitaly Scherbo,Men,BLR,Belarus,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,Nikolay Krukov,Men,RUS,Russia,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,parallel bars,Roustam Sharipov,Men,UKR,Ukraine,M,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Irina Dziouba,Women,RUS,Russia,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Estibaliz Martinez,Women,ESP,Spain,W,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Marta Baldo,Women,ESP,Spain,W,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Olga Chtyrenko,Women,RUS,Russia,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Evguenia Botchkareva,Women,RUS,Russia,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Vjara Vatachka,Women,BUL,Bulgaria,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Angelina Iouchkova,Women,RUS,Russia,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,individual all-round,Ekaterina Serebryanskaya,Women,UKR,Ukraine,W,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Ivelina Taleva,Women,BUL,Bulgaria,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Maja Tabakova,Women,BUL,Bulgaria,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Elena Krivochei,Women,RUS,Russia,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Valentina Kevlian,Women,BUL,Bulgaria,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Maria Koleva,Women,BUL,Bulgaria,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Lorena Gurendez,Women,ESP,Spain,W,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Estela Gimenez,Women,ESP,Spain,W,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Ina Deltcheva,Women,BUL,Bulgaria,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,individual all-round,Elena Vitrichenko,Women,UKR,Ukraine,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Tania Lamarca,Women,ESP,Spain,W,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,individual all-round,Ianina Batyrchina,Women,RUS,Russia,W,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Ioulia Ivanova,Women,RUS,Russia,W,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,Nuria Cabanillas,Women,ESP,Spain,W,Gold
Atlanta,1996,Handball,Handball,handball,Talant Douichebaev,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Erzsebet Kocsis,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Ignacio Urdangarin,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Iztok Puc,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Katalin Szilagyi,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Staffan Olsson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Beata Hoffmann,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,O Kyeong Lim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Gitte Sunesen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Dorthe Tanderup,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Alberto Urdiales,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Eva Erdos,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Cheong-shim Kim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Heidi Astrup,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Andrea Farkas,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Eun-mi Kim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Jordi Nunez,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Aniko Nagy,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Jeong-lim Park,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Janne Kolling,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Kristine Andersen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Jose Hombrados,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Aniko Kantor,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Anette Hoffman,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Patrik Cavar,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Zoran Mikulic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Hye-jeong Kwag,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Mats Olsson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Thomas Sivertsson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Venio Losert,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Johan Pettersson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Seongok Oh,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Raul Gonzalez,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Anja Hansen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Eun-hee Cho,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Gitte Madsen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Beatrix Toth,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Sang-eun Lee,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Tonje Kjaergaard,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Ola Lindgren,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Stefan Lofgren,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Magnus Wislander,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Valter Matosevic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Mi-sim Kim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Aitor Etxaburu,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Helga Nemeth,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Alvaro Nacinovic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Anja Jul Andersen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Lene Rantala,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Eszter Matefi,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Vladimir Jelcic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Nenad Kljaic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Bruno Gudelj,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Auguszta Matyas,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Ildiko Padar,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Bozidar Jovic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Demetrio Lozano,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Jesus Olalla,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Jesus Fernandez,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Marianne Florman,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Mateo Garralda,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Per Carlen,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Rafael Guijosa,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Magnus Andersson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Andreas Larsson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Martin Frandesjo,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Sun-hee Han,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Aniko Meksz,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Pierre Thorsson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Jaume Fort Mauri,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Vladimir Sujster,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Tomas Svensson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Beatrix Kokeny,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Robert Andersson,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Fernando Hernandez,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Soonyoung Huh,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Erik Hajas,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Susanne Lauritsen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Robert Hedin,Men,SWE,Sweden,M,Silver
Atlanta,1996,Handball,Handball,handball,Goran Perkovac,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Juan Perez,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Tina Bottzau,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Salvador Esquer,Men,ESP,Spain,M,Bronze
Atlanta,1996,Handball,Handball,handball,Slavko Goluza,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Rang Kim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Anna Szanto,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Valner Frankovic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Jeong-ho Hong,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Beata Siti,Women,HUN,Hungary,W,Bronze
Atlanta,1996,Handball,Handball,handball,Zlatko Saracevic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Camilla Andersen,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Hyang-ja Moon,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Conny Hamann,Women,DEN,Denmark,W,Gold
Atlanta,1996,Handball,Handball,handball,Irfan Smajlagic,Men,CRO,Croatia,M,Gold
Atlanta,1996,Handball,Handball,handball,Jeong-mi Kim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Handball,Handball,handball,Yong Ran Oh,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Bram Lomans,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Xavier Escude Torrente,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Deok San Jin,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Suzan Van Der Wielen,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Jeannette Lewin,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Jacqueline Toxopeus,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Franciscus Ronaldus Maria Jansen,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Teun De Nooijer,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Stuart Carruthers,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Guus Vogels,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Marc Delissen,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Soo-hyun Kown,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Rechelle Hawkes,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Remco Van Wijk,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Lachlan Dreher,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Jeong-sook Lim,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Louise Dobson,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Dillianne Van Den Boogaard,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Carole Thate,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Daniel Sproule,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Juantxo Garcia Maurino,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Jacqueline Margaret Pereira,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Pablo Usoz,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Fleur Van De Kieft,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Matthew Smith,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Michelle Andrews,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Lachlan Elmer,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Liane Marianne Tooth,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Jordi Arnau,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Ramon Sala,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Willemijn Duyster,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Eun-young Lee,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Eleonoor Wendeline Holsboer,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Maurits Crucq,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Floris Jan Bovelander,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Erik Jazet,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Stephen Davies,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Wietske De Ruiter,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Renita Farrell,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Oscar Barrena,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Brendan Garard,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Stella De Heij,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Damon Diletti,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Joaquin Malgosa,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Ramon Jufresa,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Hyun-jung Woo,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Nova Peris-kneebone,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Antonio Gonzalez,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Seung-shin Oh,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Leo Klein Gebbink,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Alyson Regina Annan,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Jaime Amat,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Jeroen Delmee,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Xavi Arnau,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Josepha Teeuwen,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Tycho Van Meer,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Paul Snowden Lewis,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Ignacio Cobos,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Juan Dinares,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Katie Starre,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Wouter Van Pelt,Men,NED,Netherlands,M,Gold
Atlanta,1996,Hockey,Hockey,hockey,Eun Kyung Lee,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Chang Sook Kwon,Women,KOR,"Korea, South",W,Silver
Atlanta,1996,Hockey,Hockey,hockey,Juan Escarre,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Jay Jason Stacey,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Nicole Koolen,Women,NED,Netherlands,W,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Grant Smith,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Katrina Powell,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Baeden Choppy,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Victor Pujol,Men,ESP,Spain,M,Silver
Atlanta,1996,Hockey,Hockey,hockey,Jenny Morris,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Karen Marsden,Women,AUS,Australia,W,Gold
Atlanta,1996,Hockey,Hockey,hockey,Kenneth Wark,Men,AUS,Australia,M,Bronze
Atlanta,1996,Hockey,Hockey,hockey,Taco Van Den Honert,Men,NED,Netherlands,M,Gold
